id,authors,title,categories,abstract,category_list,mean_similarity,std_similarity
1208.457,"Scott N. Armstrong, Charles K. Smart","regularity and stochastic homogenization of fully nonlinear equations
  without uniform ellipticity",math.AP math.PR,"  we prove regularity and stochastic homogenization results for certain
degenerate elliptic equations in nondivergence form the equation is required
to be strictly elliptic but the ellipticity may oscillate on the microscopic
scale and is only assumed to have a finite dth moment where d is the
dimension in the general stationaryergodic framework we show that the
equation homogenizes to a deterministic uniformly elliptic equation and we
obtain an explicit estimate of the effective ellipticity which is new even in
the uniformly elliptic context showing that such an equation behaves like a
uniformly elliptic equation requires a novel reworking of the regularity
theory we prove deterministic estimates depending on averaged quantities
involving the distribution of the ellipticity which are controlled in the
macroscopic limit by the ergodic theorem we show that the moment condition is
sharp by giving an explicit example of an equation whose ellipticity has a
finite pth moment for every pd but for which regularity and
homogenization break down in probabilistic terms the homogenization results
correspond to quenched invariance principles for diffusion processes in random
media including linear diffusions as well as diffusions controlled by one
controller or two competing players
",math.AP,0.014444840471896526,0.023368677398299783
1309.5817,"Arnaud Debussche, Martina Hofmanov\'a, Julien Vovelle","degenerate parabolic stochastic partial differential equations
  quasilinear case",math.AP math.PR,"  in this paper we study the cauchy problem for a quasilinear degenerate
parabolic stochastic partial differential equation driven by a cylindrical
wiener process in particular we adapt the notion of kinetic formulation and
kinetic solution and develop a wellposedness theory that includes also an
l1contraction property in comparison to the previous works of the authors
concerning stochastic hyperbolic conservation laws j funct anal 259 2010
10141042 and semilinear degenerate parabolic spdes stochastic process appl
123 2013 42944336 the present result contains two new ingredients that
provide simpler and more effective method of the proof a generalized ito
formula that permits a rigorous derivation of the kinetic formulation even in
the case of weak solutions of certain nondegenerate approximations and a direct
proof of strong convergence of these approximations to the desired kinetic
solution of the degenerate problem
",math.AP,0.01592769971201331,0.023008626760798782
811.4267,B\'en\'edicte Haas,"asymptotic behavior of solutions of the fragmentation equation with
  shattering an approach via selfsimilar markov processes",math.PR math.AP,"  the subject of this paper is a fragmentation equation with nonconservative
solutions some mass being lost to a dust of zeromass particles as a
consequence of an intensive splitting under some assumptions of regular
variation on the fragmentation rate we describe the large time behavior of
solutions our approach is based on probabilistic tools the solutions to the
fragmentation equation are constructed via nonincreasing selfsimilar markov
processes that continuously reach 0 in finite time our main probabilistic
result describes the asymptotic behavior of these processes conditioned on
nonextinction and is then used for the solutions to the fragmentation equation
we note that two parameters significantly influence these large time behaviors
the rate of formation of nearly1 relative masses this rate is related to
the behavior near 0 of the levy measure associated with the corresponding
selfsimilar markov process and the distribution of large initial particles
correctly rescaled the solutions then converge to a nontrivial limit which is
related to the quasistationary solutions of the equation besides these
quasistationary solutions or equivalently the quasistationary
distributions of the selfsimilar markov processes are fully described
",math.AP,0.017522040423128514,0.02504779207447202
1906.0561,"Piotr Gwi\.zd\.z, Marta Tyran-Kami\'nska",densities for piecewise deterministic markov processes with boundary,math.PR math.AP math.FA,"  we study the existence of densities for distributions of piecewise
deterministic markov processes we also obtain relationships between invariant
densities of the continuous time process and that of the process observed at
jump times in our approach we use functionalanalytic methods and the theory
of linear operator semigroups by imposing general conditions on the
characteristics of a given markov process we show the existence of a
substochastic semigroup describing the evolution of densities for the process
and we identify its generator our main tool is a new perturbation theorem for
substochastic semigroups where we perturb both the action of the generator and
of its domain allowing to treat general transporttype equations with
nonlocal boundary conditions a couple of particular examples illustrate our
general results
",math.AP,0.01810762688777966,0.02339059933546209
1708.02878,"Piotr T. Chru\'sciel, Erwann Delay, Paul Klinger, Andreas Kriegl,
  Peter W. Michor, Armin Rainer","nonsingular spacetimes with a negative cosmological constant v boson
  stars",gr-qc math.AP math.DG,"  we prove existence of large families of solutions of einsteincomplex scalar
field equations with a negative cosmological constant with a stationary or
static metric and a timeperiodic complex scalar field
",math.AP,0.013203375915345705,0.026109456491505433
1708.09775,Paul M. N. Feehan,"resolution of singularities and geometric proofs of the lojasiewicz
  inequalities",math.DG math.AG math.AP,"  the lojasiewicz inequalities for real analytic functions on euclidean space
were first proved by stanislaw lojasiewicz 1965 using methods of semianalytic
and subanalytic sets arguments later simplified by bierstone and milman
1988 in this article we first give an elementary geometric
coordinatebased proof of the lojasiewicz inequalities in the special case
where the function is c1 with simple normal crossings we then prove partly
following bierstone and milman 1997 and using resolution of singularities for
real analytic varieties that the gradient inequality for an arbitrary real or
complex analytic function follows from the special case where it has simple
normal crossings in addition we prove the lojasiewicz inequalities when a
function is cn and generalized morsebott of order n geq 3 we gave an
elementary proof of the lojasiewicz inequalities when a function is c2 and
morsebott in arxiv170809775v4 finitedimensional case and arxiv170609349
infinitedimensional case
",math.AP,0.010860969274662853,0.0207781283213039
1209.3308,Gustav H. Holzegel and Claude M. Warnick,"boundedness and growth for the massive wave equation on asymptotically
  antide sitter black holes",gr-qc math.AP,"  we study the global dynamics of free massive scalar fields on general
globally stationary asymptotically ads black hole backgrounds with dirichlet
neumann or robin boundary conditions imposed on psi at infinity this
class includes the regular kerrads black holes satisfying the hawking reall
bound r2  al we establish a suitable criterion for linear stability
in the sense of uniform boundedness of psi and demonstrate how the issue
of stability can depend on the boundary condition prescribed in particular in
the slowly rotating kerrads case we obtain the existence of linear scalar
hair ie nontrivial stationary solutions for suitably chosen robin boundary
conditions
",math.AP,0.013621001919621513,0.02403153505238475
1207.6001,"C.-I. Chou, C.-L. Ho","generalized rayleigh and jacobi processes and exceptional orthogonal
  polynomials",math-ph cond-mat.stat-mech math.AP math.MP nlin.SI quant-ph,"  we present four types of infinitely many exactly solvable fokkerplanck
equations which are related to the newly discovered exceptional orthogonal
polynomials they represent the deformed versions of the rayleigh process and
the jacobi process
",math.AP,0.008508523017575395,0.024685862310803112
1101.0475,"L. Bertini, P. Butt\`a, A. Garroni",boundary effects in the gradient theory of phase transitions,math-ph math.AP math.MP,"  we consider the van der waals free energy functional with a scaling small
parameter epsilon in the plane domain given by the first quadrant and
inhomogeneous dirichlet boundary conditions the boundary data are chosen in
such a way that the interface between the pure phases tends to be horizontal
and is pinned at some point on the yaxis which approaches zero as epsilon
converges to zero we show that there exists a critical scaling for the pinning
point such that as the small parameter epsilon tends to zero the competing
effects of repulsion from the boundary and penalization of gradients play a
role in determining the optimal shape of the properly rescaled interface
this result is achieved by means of an asymptotic development of the free
energy functional as a consequence such analysis is not restricted to
minimizers but also encodes the asymptotic probability of fluctuations
",math.AP,0.014703691411262682,0.02241455828976772
1209.6035,"Martin Hairer, Martin Hutzenthaler, Arnulf Jentzen",loss of regularity for kolmogorov equations,math.AP math.PR,"  the celebrated hormander condition is a sufficient and nearly necessary
condition for a secondorder linear kolmogorov partial differential equation
pde with smooth coefficients to be hypoelliptic as a consequence the
solutions of kolmogorov pdes are smooth at all positive times if the
coefficients of the pde are smooth and satisfy hormanders condition even
if the initial function is only continuous but not differentiable firstorder
linear kolmogorov pdes with smooth coefficients do not have this smoothing
effect but at least preserve regularity in the sense that solutions are smooth
if their initial functions are smooth in this article we consider the
intermediate regime of nonhypoelliptic secondorder kolmogorov pdes with smooth
coefficients the main observation of this article is that there exist
counterexamples to regularity preservation in that case more precisely we
give an example of a secondorder linear kolmogorov pde with globally bounded
and smooth coefficients and a smooth initial function with compact support such
that the unique globally bounded viscosity solution of the pde is not even
locally holder continuous from the perspective of probability theory the
existence of this example pde has the consequence that there exists a
stochastic differential equation sde with globally bounded and smooth
coefficients and a smooth function with compact support which is mapped by the
corresponding transition semigroup to a function which is not locally
holder continuous in other words degenerate noise can have a roughening
effect a further implication of this loss of regularity phenomenon is that
numerical approximations may converge without any arbitrarily small polynomial
rate of convergence to the true solution of the sde more precisely we prove
for an example sde with globally bounded and smooth coefficients that the
standard euler approximations converge to the exact solution of the sde in the
strong and numerically weak sense but at a rate that is slower then any power
law
",math.AP,0.014429655449096591,0.023904213750320282
1501.01449,Giovanni S. Alberti and Yves Capdeboscq,on local nonzero constraints in pde with analytic coefficients,math.AP,"  we consider the helmholtz equation with real analytic coefficients on a
bounded domain omegasubsetmathbbrd we take d1 prescribed boundary
conditions fi and frequencies omega in a fixed interval ab we
consider a constraint on the solutions uomegai of the form
zetauomega1ldotsuomegad1nabla
uomega1ldotsnabla uomegad1neq0 where zeta is
analytic which is satisfied in omega when omega0 we show that for any
omegaprimesubsetomega and almost any d1 frequencies omegak in
ab there exist d1 subdomains omegak such that
omegaprimesubsetcupkomegak and
zetauomegak1ldotsuomegakd1nabla
uomegak1ldotsnabla uomegakd1neq0 in omegak
this question comes from hybrid imaging inverse problems the method used is
not specific to the helmholtz model and can be applied to other frequency
dependent problems
",math.AP,0.008730153418842361,0.018388848070122026
1105.4048,"A. de Bouard, M. Gazeau","a diffusion approximation theorem for a nonlinear pde with application
  to random birefringent optical fibers",math.AP math.PR,"  in this article we propose a generalization of the theory of diffusion
approximation for random ode to a nonlinear system of random schrodinger
equations this system arises in the study of pulse propagation in randomly
birefringent optical fibers we first show existence and uniqueness of
solutions for the random pde and the limiting equation we follow the work of
garnier and marty wave motion 43 2006 544560 marty problemes
devolution en milieux aleatoires theoremes limites
schemas numeriques et applications en optique 2005 univ paul
sabatier where a linear electric field is considered and we get an
asymptotic dynamic for the nonlinear electric field
",math.AP,0.011649361714958452,0.020802973629640863
1602.05696,"Jan Haskovec, Sabine Hittmeir, Peter Markowich and Alexander Mielke",decay to equilibrium for energyreactiondiffusion systems,math.AP,"  we derive thermodynamically consistent models of reactiondiffusion equations
coupled to a heat equation while the total energy is conserved the total
entropy serves as a driving functional such that the full coupled system is a
gradient flow the novelty of the approach is the onsager structure which is
the dual form of a gradient system and the formulation in terms of the
densities and the internal energy in these variables it is possible to assume
that the entropy density is strictly concave such that there is a unique
maximizer thermodynamical equilibrium given linear constraints on the total
energy and suitable density constraints
  we consider two particular systems of this type namely a diffusionreaction
bipolar energy transport system and a driftdiffusionreaction energy
transport system with confining potential we prove corresponding
entropyentropy production inequalities with explicitely calculable constants
and establish the convergence to thermodynamical equilibrium at first in
entropy and further in l1 using cziszarkullbackpinsker type inequalities
",math.AP,0.018270645345535342,0.023765243538501065
803.0355,"Marta Lewicka and Stefan M\""uller",the uniform korn  poincare inequality in thin domains,math.CA math.AP,"  we study the kornpoincare inequality uw12sh  ch
dul2sh in domains sh that are shells of small thickness of order
h around an arbitrary smooth and closed hypersurface s in rn by du we
denote the symmetric part of the gradient nabla u and we assume the
tangential boundary conditions uvec nh  0 on partial sh we prove that
ch remains uniformly bounded as h tends to 0 for vector fields u in any
family of cones with angle pi2 uniform in h around the orthogonal
complement of extensions of killing vector fields on s we also show that this
condition is optimal as in turn every killing field admits a family of
extensions uh for which the ratio uhw12sh 
duhl2sh blows up as h tends to 0 even if the domains sh are not
rotationally symmetric
",math.AP,0.008625090187847522,0.019248393408119093
1401.7707,"Wen Huang, Min Ji, Zhenxin Liu, Yingfei Yi","integral identity and measure estimates for stationary fokkerplanck
  equations",math.AP math.DS math.PR,"  we consider a fokkerplanck equation in a general domain in mathbbrn
with lpmathrmloc drift term and w1pmathrmloc diffusion
term for any pn by deriving an integral identity we give several measure
estimates of regular stationary measures in an exterior domain with respect to
diffusion and lyapunovlike or antilyapunovlike functions these estimates
will be useful to problems such as the existence and nonexistence of stationary
measures in a general domain as well as the concentration and limit behaviors
of stationary measures as diffusion vanishes
",math.AP,0.010093580392194119,0.023033467206941917
1705.03203,"M. Correggi, D. Lundholm, N. Rougerie",local density approximation for almostbosonic anyons,math-ph cond-mat.mes-hall cond-mat.quant-gas math.AP math.MP,"  we discuss the averagefield approximation for a trapped gas of
noninteracting anyons in the quasibosonic regime in the homogeneous case
ie for a confinement to a bounded region we prove that the energy in the
regime of large statistics parameter ie for lessbosonic anyons is
independent of boundary conditions and of the shape of the domain when a
nontrivial trapping potential is present we derive a local density
approximation in terms of a thomasfermilike model
",math.AP,0.014519119276939546,0.02166527189009125
1604.02064,"Lorenzo Bertini, Paolo Butt\`a, Adriano Pisante","stochastic allencahn approximation of the mean curvature flow large
  deviations upper bound",math.PR math-ph math.AP math.MP,"  consider the allencahn equation on the ddimensional torus d23 in
the sharp interface limit as it is well known the limiting dynamics is
described by the motion by mean curvature of the interface between the two
stable phases here we analyze a stochastic perturbation of the allencahn
equation and describe its large deviation asymptotics in a joint sharp
interface and small noise limit relying on previous results on the variational
convergence of the action functional we prove the large deviation upper bound
the corresponding rate function is finite only when there exists a time
evolving interface of codimension one between the two stable phases the zero
level set of this rate function is given by the evolution by mean curvature in
the sense of brakke finally the rate function can be written in terms of the
sum of two nonnegative quantities the first measures how much the velocity of
the interface deviates from its mean curvature while the second is due to the
possible occurrence of nucleation events
",math.AP,0.01793961841647171,0.0238939780482617
1012.2458,Takayuki Tsuchida,"systematic method of generating new integrable systems via inverse miura
  maps",nlin.SI math-ph math.AP math.MP math.SP,"  we provide a new natural interpretation of the lax representation for an
integrable system that is the spectral problem is the linearized form of a
miura transformation between the original system and a modified version of it
on the basis of this interpretation we formulate a systematic method of
identifying modified integrable systems that can be mapped to a given
integrable system by miura transformations thus this method can be used to
generate new integrable systems from known systems through inverse miura maps
it can be applied to both continuous and discrete systems in 11 dimensions as
well as in 21 dimensions the effectiveness of the method is illustrated using
examples such as the nonlinear schroedinger nls system the zakharovito
system twocomponent kdv the threewave interaction system the
yajimaoikawa system the ablowitzladik lattice integrable spacediscrete
nls and two 21dimensional nls systems
",math.AP,0.013701942412175544,0.022930455729126407
911.1644,Feng-Yu Wang,"harnack inequality for sde with multiplicative noise and extension to
  neumann semigroup on nonconvex manifolds",math.PR math.AP,"  by constructing a coupling with unbounded timedependent drift
dimensionfree harnack inequalities are established for a large class of
stochastic differential equations with multiplicative noise these inequalities
are applied to the study of heat kernel upper bound and contractivity
properties of the semigroup the main results are also extended to reflecting
diffusion processes on riemannian manifolds with nonconvex boundary
",math.AP,0.012798632893181531,0.022488573397375016
1003.2461,"Peter Constantin, Gautam Iyer","a stochasticlagrangian approach to the navierstokes equations in
  domains with boundary",math.AP math.PR,"  in this paper we derive a probabilistic representation of the deterministic
3dimensional navierstokes equations in the presence of spatial boundaries
the formulation in the absence of spatial boundaries was done by the authors in
comm pure appl math 61 2008 330345 while the formulation in the
presence of boundaries is similar in spirit the proof is somewhat different
one aspect highlighted by the formulation in the presence of boundaries is the
nonlocal implicit influence of the boundary vorticity on the interior fluid
velocity
",math.AP,0.008336782426849952,0.020191723262368573
809.0678,"Laurent Demanet, Gabriel Peyr\'e",compressive wave computation,math.NA math.AP,"  this paper considers largescale simulations of wave propagation phenomena
we argue that it is possible to accurately compute a wavefield by decomposing
it onto a largely incomplete set of eigenfunctions of the helmholtz operator
chosen at random and that this provides a natural way of parallelizing wave
simulations for memoryintensive applications
  this paper shows that l1helmholtz recovery makes sense for wave computation
and identifies a regime in which it is provably effective the onedimensional
wave equation with coefficients of small bounded variation under suitable
assumptions we show that the number of eigenfunctions needed to evolve a sparse
wavefield defined on n points accurately with very high probability is
bounded by c logn loglogn where c is related to the desired accuracy and
can be made to grow at a much slower rate than n when the solution is sparse
the pde estimates that underlie this result are new to the authors knowledge
and may be of independent mathematical interest they include an l1 estimate
for the wave equation an estimate of extension of eigenfunctions and a bound
for eigenvalue gaps in sturmliouville problems
  numerical examples are presented in one spatial dimension and show that as
few as 10 percents of all eigenfunctions can suffice for accurate results
finally we argue that the compressive viewpoint suggests a competitive
parallel algorithm for an adjointstate inversion method in reflection
seismology
",math.AP,0.017715570527876225,0.021877539123681657
1909.10944,Denys Dutykh,numerical simulation of fellers diffusion equation,math.AP physics.comp-ph physics.flu-dyn,"  this article is devoted to fellers diffusion equation which arises naturally
in probabilities and physics eg wave turbulence theory if discretized
naively this equation may represent serious numerical difficulties since the
diffusion coefficient is practically unbounded and most of its solutions are
weakly divergent at the origin in order to overcome these difficulties we
reformulate this equation using some ideas from the lagrangian fluid mechanics
this allows us to obtain a numerical scheme with a rather generous stability
condition finally the algorithm admits an elegant implementation and the
corresponding matlab code is provided with this article under an open source
license
",math.AP,0.01434267853274819,0.023013239539244452
1209.415,"Robert W. Neel, Ionel Popescu",a stochastic target approach to ricci flow on surfaces,math.PR math.AP math.DG,"  we develop a stochastic target representation for ricci flow and normalized
ricci flow on smooth compact surfaces analogous to soner and touzis
representation of mean curvature flow we prove a verificationuniqueness
theorem and then consider geometric consequences of this stochastic
representation based on this stochastic approach we give a proof that for
surfaces of nonpositive euler characteristic the normalized ricci flow
converges to a constant curvature metric exponentially quickly in every
cknorm in the case of c0 and c1convergence we achieve this by
coupling two particles to get c2convergence in particular convergence of
the curvature we use a coupling of three particles this triple coupling is
developed here only for the case of constant curvature metrics on surfaces
though we suspect that some variants of this idea are applicable in other
situations and therefore be of independent interest finally for kge3 the
ckconvergence follows relatively easily using induction and coupling of two
particles none of these techniques appear in the ricci flow literature and
thus provide an alternative approach to the field
",math.AP,0.01421120448639948,0.022361621910952676
811.3799,"Gautam Iyer, Alexei Novikov","the regularizing effects of resetting in a particle system for the
  burgers equation",math.PR math.AP,"  we study the dissipation mechanism of a stochastic particle system for the
burgers equation the velocity field of the viscous burgers and navierstokes
equations can be expressed as an expected value of a stochastic process based
on noisy particle trajectories constantin and iyer comm pure appl math 3
2008 330345 in this paper we study a particle system for the viscous
burgers equations using a montecarlo version of the above we consider n
copies of the above stochastic flow each driven by independent wiener
processes and replace the expected value with frac1n times the sum over
these copies a similar construction for the navierstokes equations was
studied by mattingly and the first author of this paper iyer and mattingly
nonlinearity 21 2008 25372553 surprisingly for any finite n the particle
system for the burgers equations shocks almost surely in finite time in
contrast to the full expected value the empirical mean frac1nsum1n
does not regularize the system enough to ensure a time global solution to
avoid these shocks we consider a resetting procedure which at first sight
should have no regularizing effect at all however we prove that this
procedure prevents the formation of shocks for any ngeq2 and consequently
as ntoinfty we get convergence to the solution of the viscous burgers
equation on long time intervals
",math.AP,0.015199380082757332,0.021946970142549857
1304.4135,"Roland Donninger, An{\i}l Zengino\u{g}lu",nondispersive decay for the cubic wave equation,math.AP gr-qc math-ph math.MP,"  we consider the hyperboloidal initial value problem for the cubic focusing
wave equation without symmetry assumptions we prove the existence of a
codimension 4 lipschitz manifold of initial data that lead to global solutions
in forward time which do not scatter to free waves
",math.AP,0.014446484413743688,0.024506929796582207
1612.09269,"Ivan C. Christov, C. I. Christov",on mechanical waves and doppler shifts from moving boundaries,math.AP math-ph math.MP,"  we investigate the propagation of infinitesimal harmonic mechanical waves
emitted from a boundary with variable velocity and arriving at a stationary
observer in the classical doppler effect xmathrmst  vt is the
location of the source with constant velocity v in the present work
however we consider a source colocated with a moving boundary
xxmathrmst where xmathrmst can have an arbitrary functional
form for slowly moving boundaries textitie ones for which the
timescale set by the mechanical motion is large in comparison to the inverse of
the frequency of the emitted wave we present a multiplescale asymptotic
analysis of the movingboundary problem for the linear wave equation we obtain
a closedform leadingorder with respect to the latter small parameter
solution and show that the variable velocity of the boundary results not only
in frequency modulation but also in amplitude modulation of the received
signal consequently our results extending the applicability of two basic
tenets of the theory of a moving source on a stationary domain specifically
that a dot xmathrms for nonuniform boundary motion can be inserted in
place of the constant velocity v in the classical doppler formula and b
that the nonuniform boundary motion introduces variability in the amplitude of
the wave the specific examples of decelerating and oscillatory boundary motion
are worked out and illustrated
",math.AP,0.01588918072157674,0.023185388156777308
2209.00153,Changxing Miao and Xiaoxin Zheng,"global regularity and decay behavior for leray equations with
  criticaldissipation and its application to selfsimilar solutions",math.AP,"  in this paper we show the global regularity and the optimal decay of weak
solutions to the generalized leray problem with critical dissipation our
method is based on the maximal smoothing effect lptype elliptic
regularity of linearization and the action of the heat semigroup generated by
the fractional powers of laplace operator on distributions with fourier
transforms supported in an annulus as a byproduct we shall construct a
selfsimilar solution to the threedimensional incompressible navierstokes
equations and more importantly prove the global regularity and the optimal
decay without additional requirement of existing literatures
",math.AP,0.013043569867671103,0.02224914559401096
1111.2424,Harish Kumar and Siddhartha Mishra,entropy stable numerical schemes for twofluid plasma equations,math.NA math.AP,"  twofluid ideal plasma equations are a generalized form of the ideal mhd
equations in which electrons and ions are considered as separate species the
design of efficient numerical schemes for the these equations is complicated on
account of their nonlinear nature and the presence of stiff source terms
especially for high charge to mass ratios and for low larmor radii in this
article we design entropy stable finite difference schemes for the twofluid
equations by combining entropy conservative fluxes and suitable numerical
diffusion operators furthermore to overcome the time step restrictions
imposed by the stiff source terms we devise timestepping routines based on
implicitexplicit imexrunge kutta rk schemes the special structure of the
twofluid plasma equations is exploited by us to design imex schemes in which
only local in each cell linear equations need to be solved at each time step
benchmark numerical experiments are presented to illustrate the robustness and
accuracy of these schemes
",math.AP,0.015416982499264096,0.022300763597210158
712.4373,Takayuki Tsuchida,new reductions of integrable matrix pdes spminvariant systems,nlin.SI math-ph math.AP math.MP nlin.PS,"  we propose a new type of reduction for integrable systems of coupled matrix
pdes this reduction equates one matrix variable with the transposition of
another multiplied by an antisymmetric constant matrix via this reduction we
obtain a new integrable system of coupled derivative mkdv equations and a new
integrable variant of the massive thirring model in addition to the already
known systems we also discuss integrable semidiscretizations of the obtained
systems and present new soliton solutions to both continuous and semidiscrete
systems as a byproduct a new integrable semidiscretization of the manakov
model selffocusing vector nls equation is obtained
",math.AP,0.01579477165546389,0.024958028319788193
1403.2327,"Zied Ammari, Marco Falconi","wigner measures approach to the classical limit of the nelson model
  convergence of dynamics and ground state energy",math.AP math-ph math.MP,"  we consider the classical limit of the nelson model a system of stable
nucleons interacting with a meson field we prove convergence of the quantum
dynamics towards the evolution of the coupled kleingordonschrodinger
equation also we show that the ground state energy level of n nucleons
when n is large and the meson field approaches its classical value is given
by the infimum of the classical energy functional at a fixed density of
particles our study relies on a recently elaborated approach for mean field
theory and uses wigner measures
",math.AP,0.021808124448510456,0.02583102280986956
1306.28,Graziano Crasta and Ilaria Fragal\`a,a symmetry problem for the infinity laplacian,math.AP,"  aim of this paper is to prove necessary and sufficient conditions on the
geometry of a domain omega subset mathbbrn in order that the
homogeneous dirichlet problem for the infinitylaplace equation in omega
with constant source term admits a viscosity solution depending only on the
distance from partial omega this problem was previously addressed and
studied by buttazzo and kawohl in the light of some geometrical achievements
reached in our recent paper on the characterization of some classes of
proximally smooth sets we revisit the results obtained by buttazzo and kawohl
and we prove strengthened versions of them where any regularity assumption on
the domain and on the solution is removed our results require a delicate
analysis based on viscosity methods in particular we need to build suitable
viscosity test functions whose construction involves a new estimate of the
distance function near singular points
",math.AP,0.016711670772925343,0.021467495982552508
1011.091,Graziano Crasta and Virginia De Cicco,a chain rule formula in bv and applications to conservation laws,math.AP math.CA,"  in this paper we prove a new chain rule formula for the distributional
derivative of the composite function vxbxux where uabtord
has bounded variation bxcdot is continuously differentiable and
bcdotu has bounded variation we propose an application of this formula
in order to deal in an intrinsic way with the discontinuous flux appearing in
conservation laws in one space variable
",math.AP,0.010030598548567974,0.020619211602849876
1307.035,Giovanni S. Alberti and Yves Capdeboscq,"elliptic regularity theory applied to time harmonic anisotropic
  maxwells equations with less than lipschitz complex coefficients",math.AP,"  the focus of this paper is the study of the regularity properties of the time
harmonic maxwells equations with anisotropic complex coefficients in a
bounded domain with c11 boundary we assume that at least one of the
material parameters is w13delta for some delta0 using regularity
theory for second order elliptic partial differential equations we derive
w1p estimates and holder estimates for electric and magnetic fields up
to the boundary we also derive interior estimates in bianisotropic media
",math.AP,0.015567501094568375,0.024509072871757586
2102.07807,"Paolo Butt\`a, Guido Cavallaro, Carlo Marchioro",global time evolution of concentrated vortex rings,math.AP math-ph math.MP,"  we study the time evolution of an incompressible fluid with axial symmetry
without swirl assuming initial data such that the initial vorticity is very
concentrated inside n small disjoint rings of thickness varepsilon and
vorticity mass of the order of logvarepsilon 1 when varepsilon to
0 we show that the motion of each vortex ring converges to a simple
translation with constant speed depending on the single ring along the
symmetry axis we obtain a sharp localization of the vorticity support at time
t in the radial direction whereas we state only a concentration property in
the axial direction this is obtained for arbitrary but fixed intervals of
time this study is the completion of a previous paper arxiv190404785
mathph where a sharp localization of the vorticity support was obtained
both along the radial and axial directions but the convergence for
varepsilonto 0 worked only for short times
",math.AP,0.01347575645369749,0.02109332761547949
2208.08164,"Isabeau Birindelli, Giulio Galise, Hitoshi Ishii",propagation of minima for nonlocal operators,math.AP,"  in this paper we state some sharp maximum principle ie we characterize the
geometry of the sets of minima for supersolutions of equations involving the
kemphth fractional truncated laplacian or the kemphth fractional
eigenvalue which are fully nonlinear integral operators whose nonlocality is
somehow kdimensional
",math.AP,0.007333176990569908,0.019838706022127693
909.3253,Ulrich Menne,decay estimates for the quadratic tiltexcess of integral varifolds,math.DG math.AP,"  this paper concerns integral varifolds of arbitrary dimension in an open
subset of euclidean space with its first variation given by either a radon
measure or a function in some lebesgue space pointwise decay results for the
quadratic tiltexcess are established for those varifolds the results are
optimal in terms of the dimension of the varifold and the exponent of the
lebesgue space in most cases for example if the varifold is not
twodimensional
",math.AP,0.011286865831904818,0.021242766122432123
1512.08736,"Lorenzo Bertini, Paolo Butt\`a, Adriano Pisante",stochastic allencahn equation with mobility,math.AP math.PR,"  we introduce a class of stochastic allencahn equations with a mobility
coefficient and colored noise for initial data with finite free energy we
analyze the corresponding cauchy problem on the ddimensional torus in the
time interval 0t assuming that dle 3 and that the potential has
quartic growth we prove existence and uniqueness of the solution as a process
u in l2 with continuous paths satisfying almost surely the regularity
properties uin c0t h1 and uin l20th2
",math.AP,0.013295804084571176,0.021191697656131128
1604.03741,Giovanni S. Alberti,"holder regularity for maxwells equations under minimal assumptions on
  the coefficients",math.AP,"  we prove global holder regularity for the solutions to the timeharmonic
anisotropic maxwells equations under the assumptions of holder continuous
coefficients the regularity hypotheses on the coefficients are minimal the
same estimates hold also in the case of bianisotropic material parameters
",math.AP,0.008561770874172208,0.02284330858841484
1007.1004,"David Barbato, Franco Flandoli, Francesco Morandin",anomalous dissipation in a stochastic inviscid dyadic model,math.PR math.AP,"  a stochastic version of an inviscid dyadic model of turbulence with
multiplicative noise is proved to exhibit energy dissipation in spite of the
formal energy conservation as a consequence global regular solutions cannot
exist after some reductions the main tool is the escape bahavior at infinity
of a certain birth and death process
",math.AP,0.010946332422744759,0.02105696356693713
2108.04039,"Anisa M. H. Chorwadwala, Mrityunjoy Ghosh","optimal shapes for the first dirichlet eigenvalue of the plaplacian
  and dihedral symmetry",math.AP,"  in this paper we consider the optimization problem for the first dirichlet
eigenvalue lambda1omega of the plaplacian deltap 1 p infty
over a family of doubly connected planar domains omega b setminus
overlinep where b is an open disk and psubsetneq b is a domain which
is invariant under the action of a dihedral group mathbbdn for some n
geq 2nin mathbbn we study the behaviour of lambda1 with respect
to the rotations of p about its center we prove that the extremal
configurations correspond to the cases where omega is symmetric with respect
to the line containing both the centers among these optimizing domains the
off configurations correspond to the minimizing ones while the on
configurations correspond to the maximizing ones furthermore we obtain
symmetry periodicity and monotonicity properties of lambda1 with respect
to these rotations in particular we prove that the conjecture formulated in
14 for n odd and p2 holds true as a consequence of our monotonicity
results we show that if the nodal set of a second eigenfunction of the
plaplacian possesses a dihedral symmetry of the same order as that of p
then it can not enclose p
",math.AP,0.011003036406831902,0.019101042476259454
1404.5837,"Graziano Crasta, Virginia De Cicco, Guido De Philippis","kinetic formulation and uniqueness for scalar conservation laws with
  discontinuous flux",math.AP,"  we prove a uniqueness result for bv solutions of scalar conservation laws
with discontinuous flux in several space dimensions the proof is based on the
notion of kinetic solution and on a careful analysis of the entropy dissipation
along the discontinuities of the flux
",math.AP,0.011474756120922643,0.022991643684199613
